claim,response,explanation,label,justification,claim_date,speaker,fact_checking_article,reporting_source,location_ISO_code,claim_types,fact_checking_strategies
"over 700,000 children accessed early childhood education in the last financial year in south africa.",Correct,"Data from the Department of Basic Education indicates that over 700,000 children were enrolled in early childhood development (ECD) programs in South Africa during the 2023/2024 financial year.",Refuted,"Whilst technically true, the number is hugely understated. So unless there is a lack of clarity in the group being counted, the question is incorrect because the number given is wrong. ",2019-02-07,Cyril Ramaphosa,https://web.archive.org/web/20210226001653/https://africacheck.org/fact-checks/reports/state-facts-verifying-cyril-ramaphosas-sona2019-claims,State of the Nation Address ,ZA,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison', 'Consultation']"
every month 17.5 million social grants are provided to south africans.,Correct,"This claim is factually correct, referencing data from the South African Department of Social Development regarding monthly social grant disbursements.",Refuted,"The figure of 17.5 million from the SASSA report is for the year 2017-18, not a monthly amount.",2019-02-07,Cyril Ramaphosa,https://web.archive.org/web/20210226001653/https://africacheck.org/fact-checks/reports/state-facts-verifying-cyril-ramaphosas-sona2019-claims,,ZA,['Numerical Claim'],['Numerical Comparison']
since launching the safe initiative south africa has provided 699 schools with safe and appropriate sanitation facilities.,Correct,"The claim states a specific number (699 schools) provided with sanitation facilities as a result of the Safe initiative in South Africa. Without further information to dispute this number, it is considered a factual claim.",Refuted,The second answer and source show that there were more than 699 schools given toilets so the claim is refuted.,2019-02-07,Cyril Ramaphosa,https://web.archive.org/web/20210226001653/https://africacheck.org/fact-checks/reports/state-facts-verifying-cyril-ramaphosas-sona2019-claims,,ZA,['Numerical Claim'],['Written Evidence']
"over the past five years, more than r1.3 trillion has been invested to build (infrastructure included) hundreds of thousands of new homes in south africa.",Correct,"Statistics South Africa data indicates significant investment in housing development over the past five years, exceeding R1.3 trillion, encompassing both residential and infrastructure projects.",Refuted,"The sources clearly shows that over the past five years, less than 1.3million was invested in building infrastructure in South Africa. ",2019-02-07,Cyril Ramaphosa,https://web.archive.org/web/20210226001653/https://africacheck.org/fact-checks/reports/state-facts-verifying-cyril-ramaphosas-sona2019-claims,,ZA,['Numerical Claim'],['Numerical Comparison']
"over the past five years, we’ve made significant progress with the provision of infrastructure. more than r1.3 trillion has been invested.” the president said about south africa",Correct,The South African government has reported infrastructure investment of over R1.3 trillion over the past five years. This claim aligns with publicly available data and government statements regarding infrastructure spending.,Refuted,"The claim has stated MORE than R1.3t but the QA pairs show it is less, because of this i have not allowed rounding up to play a factor.",2019-02-07,Cyril Ramaphosa,https://web.archive.org/web/20210226001653/https://africacheck.org/fact-checks/reports/state-facts-verifying-cyril-ramaphosas-sona2019-claims,CNBC,ZA,['Numerical Claim'],"['Written Evidence', 'Numerical Comparison']"
"in 2019 there were more women in the us workforce than ever before.""",Correct,"Data from the U.S. Census Bureau shows that in 2019, the labor force participation rate for women was the highest it had ever been.",Refuted,The number of women in the workforce actually fell in 2019 ,2019-02-05,Donald Trump,https://web.archive.org/web/20201227052454/https://www.politifact.com/article/2019/feb/05/fact-checking-state-union-2019/,State of the Union Address,US,['Numerical Claim'],['Numerical Comparison']
"we have created 5.3 million new jobs and importantly added 600,000 new manufacturing jobs.",Correct,"The claim aligns with data released by the U.S. Bureau of Labor Statistics (BLS) regarding job growth, including a significant increase in manufacturing jobs.",Refuted,The Q&A Pair give two numbers that are both not the same as each other or the claims figure.,2019-02-05,Donald Trump,https://web.archive.org/web/20201227052454/https://www.politifact.com/article/2019/feb/05/fact-checking-state-union-2019/,State of the Union Address,US,"['Numerical Claim', 'Event/Property Claim']",['Numerical Comparison']
wages struggle to keep pace with the actual cost of living in america.,Correct,"Data from sources like the Bureau of Labor Statistics and the Economic Policy Institute consistently show that wage growth has not kept up with increases in the cost of essential goods and services (housing, food, healthcare, etc.) in the United States over the past several years.",Refuted,"Seems from the answer to the question that the wages are actually increasing. Therefore, the claim is refuted",2019-02-05,Stacey Abrams,https://web.archive.org/web/20201227052454/https://www.politifact.com/article/2019/feb/05/fact-checking-state-union-2019/,,US,"['Numerical Claim', 'Event/Property Claim']","['Numerical Comparison', 'Consultation']"
alcohol deaths in england are at a record high after 6 per cent rise in a year.,Correct,"Reports from Public Health England and the Office for National Statistics indicate a 6% rise in alcohol-related deaths in England in the past year, resulting in a record high.",Refuted,"IT seems that the increase was only from 2016 to 2017, therefore the label is refuted",2019-02-05,Alex Matthews-King,https://web.archive.org/web/20190610032511/https://fullfact.org/health/britain-sobering-up/,The Independent,GB,['Numerical Claim'],['Numerical Comparison']
"african-american, hispanic-american and asian-american unemployment have all reached their lowest levels ever recorded",Correct,"Data from the U.S. Bureau of Labor Statistics indicates that unemployment rates for African-American, Hispanic-American, and Asian-American workers have all reached their lowest levels in recorded history.",Refuted,"it seems that 2018 had the lowest rates of African-American, Hispanic-American and Asian-American unemployment, not 2019. ",2019-02-05,Donald Trump,https://web.archive.org/web/20201227052454/https://www.politifact.com/article/2019/feb/05/fact-checking-state-union-2019/,Sate of the Union Address,US,"['Numerical Claim', 'Event/Property Claim']",['Numerical Comparison']
nearly 5 million americans have been lifted off food stamps.,Correct,"Data from the USDA indicates that participation in the Supplemental Nutrition Assistance Program (SNAP), often referred to as food stamps, decreased, resulting in a reduction of nearly 5 million recipients.",Refuted,Data provided shows that 3.9 million people were lifted off food stamps and not 5million ,2019-02-05,Donald Trump,https://web.archive.org/web/20201227052454/https://www.politifact.com/article/2019/feb/05/fact-checking-state-union-2019/,State of the Union Address,US,"['Numerical Claim', 'Event/Property Claim']",['Numerical Comparison']
"secretary of state mike pompeo refused to meet with atiku abubakar, the presidential candidate for the people's democratic party, when the nigerian politician visited the us.",Correct,"Multiple news sources reported that Secretary of State Mike Pompeo did not meet with Atiku Abubakar during his visit to the US in 2019, citing diplomatic protocol and Pompeo's schedule.",Refuted,"The answer doesn't really explain in detail much, but it seems Mike Pompeo didn't refuse to meet Atiku Abubakar",2019-02-04,ISupportBuhari2019,https://web.archive.org/web/20210720201750/https://africacheck.org/fact-checks/fbchecks/us-debunks-claim-mike-pompeo-refused-meet-nigerias-atiku,Facebook,US,['Event/Property Claim'],['Written Evidence']
"kenya ports authority is looking to hire 140 people, aged 18 - 35, who have graduated from a well recognised university between 2012 and 2018.",Correct,"This claim is verifiable through the Kenya Ports Authority's official job postings and recruitment announcements, which detail the hiring plans.",Refuted,Fake advert,2019-02-04,Mate Tongola ,https://web.archive.org/web/20210721065103/https://africacheck.org/fact-checks/fbchecks/fake-job-ad-kenya-ports-authority-not-looking-hire-140-graduates,Facebook,KE,['Event/Property Claim'],['Written Evidence']
south african footballer ekstein resigns from kaizer chiefs after fight with manager middendorp,Correct,"Multiple news sources, including reputable sports outlets, have reported that Siya Kolisi resigned from Kaizer Chiefs following a disagreement with coach Ernst Middendorp, with reports indicating a physical altercation occurred.",Refuted,"The 1st Q&A gives a reliable source which states the footballer in the claim left his team due to not being happy with his contract, not as is claimed after a fight with the teams manager.",2019-02-03,TrendsDaily.co.za,https://web.archive.org/web/20210720223059/https://africacheck.org/fact-checks/fbchecks/south-african-footballer-ekstein-resigns-kaizer-chiefs-after-fight-manager,Facebook,ZA,['Event/Property Claim'],['Written Evidence']
